日期,最高气温,最低气温,天气,风向,空气质量
2012-02-03 星期五 ,4℃,-8℃,晴,无持续风向 微风,
2012-02-04 星期六 ,4℃,-9℃,多云~晴,无持续风向 微风,
2012-02-05 星期日 ,4℃,-7℃,多云,无持续风向 微风,
2012-02-06 星期一 ,1℃,-8℃,多云,无持续风向 微风,
2012-02-07 星期二 ,0℃,-10℃,晴~多云,无持续风向 微风,
2012-02-08 星期三 ,0℃,-10℃,阴~小雪,无持续风向 微风,
2012-02-09 星期四 ,-3℃,-10℃,小雪~阴,无持续风向 微风,
2012-02-10 星期五 ,0℃,-10℃,多云,无持续风向 微风,
2012-02-11 星期六 ,1℃,-10℃,晴~多云,无持续风向 微风,
2012-02-12 星期日 ,4℃,-6℃,多云,无持续风向 微风,
2012-02-13 星期一 ,5℃,-6℃,多云~小雪,无持续风向 微风,
2012-02-14 星期二 ,1℃,-6℃,多云~小雪,无持续风向 微风,
2012-02-15 星期三 ,3℃,-5℃,多云,无持续风向 微风,
2012-02-16 星期四 ,1℃,-6℃,多云~小雪,无持续风向 微风,
2012-02-17 星期五 ,1℃,-6℃,多云~小雪,无持续风向 微风,
2012-02-18 星期六 ,4℃,-8℃,晴,无持续风向 微风,
2012-02-19 星期日 ,6℃,-8℃,晴,无持续风向 微风,
2012-02-20 星期一 ,8℃,-4℃,晴,无持续风向 微风,
2012-02-21 星期二 ,12℃,-4℃,晴,无持续风向 微风,
2012-02-22 星期三 ,10℃,0℃,晴,无持续风向 微风,
2012-02-23 星期四 ,6℃,-2℃,阴,无持续风向 微风,
2012-02-24 星期五 ,4℃,-2℃,阴,无持续风向 微风,
2012-02-25 星期六 ,3℃,-3℃,阴,无持续风向 微风,
2012-02-26 星期日 ,5℃,-5℃,多云,无持续风向 微风,
2012-02-27 星期一 ,8℃,-5℃,晴,无持续风向 微风,
2012-02-28 星期二 ,8℃,-1℃,晴~多云,无持续风向 微风,
2012-02-29 星期三 ,7℃,-4℃,多云~雨夹雪,无持续风向 微风,
2012-03-01 星期四 ,6℃,-1℃,小雪~多云,无持续风向 微风,
2012-03-02 星期五 ,8℃,-1℃,多云,无持续风向 微风,
2012-03-03 星期六 ,6℃,-2℃,小雪~多云,无持续风向 微风,
2012-03-04 星期日 ,8℃,-1℃,多云~小雪,无持续风向 微风,
2012-03-05 星期一 ,4℃,-3℃,多云~晴,无持续风向 微风,
2012-03-06 星期二 ,5℃,-2℃,多云,无持续风向 微风,
2012-03-07 星期三 ,4℃,-3℃,小雪,无持续风向 微风,
2012-03-08 星期四 ,4℃,-3℃,小雪~多云,无持续风向 微风,
2012-03-09 星期五 ,5℃,-2℃,多云,无持续风向 微风,
2012-03-10 星期六 ,7℃,-2℃,晴~多云,无持续风向 微风,
2012-03-11 星期日 ,9℃,0℃,多云,无持续风向 微风,
2012-03-12 星期一 ,10℃,1℃,多云~晴,无持续风向 微风,
2012-03-13 星期二 ,13℃,1℃,晴,无持续风向 微风,
2012-03-14 星期三 ,14℃,2℃,多云,无持续风向 微风,
2012-03-15 星期四 ,15℃,2℃,阴~多云,无持续风向 微风,
2012-03-16 星期五 ,15℃,3℃,多云~晴,无持续风向 微风,
2012-03-17 星期六 ,18℃,4℃,晴,无持续风向 微风,
2012-03-18 星期日 ,17℃,5℃,多云~晴,无持续风向 微风,
2012-03-19 星期一 ,17℃,4℃,多云,无持续风向 微风,
2012-03-20 星期二 ,18℃,5℃,晴~多云,无持续风向 微风,
2012-03-21 星期三 ,13℃,4℃,浮尘~小雨,西北风 3-4级,
2012-03-22 星期四 ,10℃,0℃,多云,无持续风向 微风,
2012-03-23 星期五 ,11℃,-2℃,晴,无持续风向 微风,
2012-03-24 星期六 ,16℃,0℃,晴,无持续风向 微风,
2012-03-25 星期日 ,17℃,2℃,晴,无持续风向 微风,
2012-03-26 星期一 ,18℃,3℃,晴,无持续风向 微风,
2012-03-27 星期二 ,19℃,5℃,多云~小雨,无持续风向 微风,
2012-03-28 星期三 ,18℃,7℃,多云,无持续风向 微风,
2012-03-29 星期四 ,17℃,3℃,多云,东北风 3-4级,
2012-03-30 星期五 ,13℃,1℃,多云~晴,东北风 3-4级,
2012-03-31 星期六 ,19℃,2℃,晴,无持续风向 微风,
2012-04-01 星期日 ,18℃,11℃,多云转阴,微风 小于3级,
2012-04-02 星期一 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-03 星期二 ,19℃,10℃,多云转阴,微风 小于3级,
2012-04-04 星期三 ,21℃,8℃,多云转阴,微风 小于3级,
2012-04-05 星期四 ,21℃,8℃,多云转阴,微风 小于3级,
2012-04-06 星期五 ,21℃,8℃,多云转阴,微风 小于3级,
2012-04-07 星期六 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-08 星期日 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-09 星期一 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-10 星期二 ,21℃,8℃,多云转阴,微风 小于3级,
2012-04-11 星期三 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-12 星期四 ,18℃,11℃,多云转阴,微风 小于3级,
2012-04-13 星期五 ,19℃,10℃,多云转阴,微风 小于3级,
2012-04-14 星期六 ,19℃,10℃,多云转阴,微风 小于3级,
2012-04-15 星期日 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-16 星期一 ,19℃,10℃,多云转阴,微风 小于3级,
2012-04-17 星期二 ,18℃,11℃,多云转阴,微风 小于3级,
2012-04-18 星期三 ,18℃,11℃,多云转阴,微风 小于3级,
2012-04-19 星期四 ,20℃,9℃,多云转阴,微风 小于3级,
2012-04-20 星期五 ,15℃,3℃,小雨转晴,微风 小于3级,
2012-04-21 星期六 ,28℃,9℃,晴,微风 小于3级,
2012-04-22 星期日 ,24℃,11℃,晴,微风 小于3级,
2012-04-23 星期一 ,15℃,7℃,晴转多云,微风~西北风 小于3级~3-4级,
2012-04-24 星期二 ,20℃,4℃,扬沙转多云,西北风 3-4级,
2012-04-25 星期三 ,25℃,7℃,多云转晴,微风 小于3级,
2012-04-26 星期四 ,28℃,8℃,晴,微风 小于3级,
2012-04-27 星期五 ,28℃,11℃,晴,微风 小于3级,
2012-04-28 星期六 ,29℃,12℃,晴,微风 小于3级,
2012-04-29 星期日 ,24℃,13℃,晴转多云,微风 小于3级,
2012-04-30 星期一 ,23℃,9℃,多云转小雨,微风 小于3级,
2012-05-01 星期二 ,22℃,12℃,多云,微风 小于3级,
2012-05-02 星期三 ,19℃,12℃,中雨,微风 小于3级,
2012-05-03 星期四 ,19℃,12℃,中雨,微风 小于3级,
2012-05-04 星期五 ,21℃,12℃,中雨转小雨,微风 小于3级,
2012-05-05 星期六 ,23℃,12℃,阵雨转多云,微风 小于3级,
2012-05-06 星期日 ,26℃,13℃,多云,微风 小于3级,
2012-05-07 星期一 ,26℃,15℃,多云转晴,微风 小于3级,
2012-05-08 星期二 ,27℃,14℃,雷阵雨,微风 小于3级,
2012-05-09 星期三 ,29℃,13℃,晴,微风 小于3级,
2012-05-10 星期四 ,27℃,15℃,晴转小雨,微风 小于3级,
2012-05-11 星期五 ,22℃,13℃,中雨,微风 小于3级,
2012-05-12 星期六 ,20℃,6℃,阵雨,微风 小于3级,
2012-05-13 星期日 ,18℃,9℃,多云转雷阵雨,微风 小于3级,
2012-05-14 星期一 ,21℃,6℃,多云转晴,微风 小于3级,
2012-05-15 星期二 ,25℃,10℃,晴转多云,微风 小于3级,
2012-05-16 星期三 ,27℃,10℃,晴,微风 小于3级,
2012-05-17 星期四 ,27℃,13℃,多云,微风 小于3级,
2012-05-18 星期五 ,29℃,14℃,多云转晴,微风 小于3级,
2012-05-19 星期六 ,32℃,14℃,晴,微风 小于3级,
2012-05-20 星期日 ,29℃,13℃,多云转小到中雨,微风 小于3级,
2012-05-21 星期一 ,18℃,10℃,小雨,微风 小于3级,
2012-05-22 星期二 ,19℃,11℃,阵雨,微风 小于3级,
2012-05-23 星期三 ,18℃,10℃,阵雨,微风 小于3级,
2012-05-24 星期四 ,19℃,10℃,阵雨转多云,微风 小于3级,
2012-05-25 星期五 ,24℃,12℃,多云,微风 小于3级,
2012-05-26 星期六 ,27℃,13℃,晴,微风 小于3级,
2012-05-27 星期日 ,28℃,14℃,多云转小到中雨,微风 小于3级,
2012-05-28 星期一 ,19℃,12℃,小到中雨转小雨,微风 小于3级,
2012-05-29 星期二 ,25℃,11℃,晴,微风 小于3级,
2012-05-30 星期三 ,26℃,14℃,晴转多云,微风 小于3级,
2012-05-31 星期四 ,25℃,14℃,晴转阵雨,微风 小于3级,
2012-06-01 星期五 ,28℃,15℃,多云转晴,微风 小于3级,
2012-06-02 星期六 ,29℃,15℃,晴,微风 小于3级,
2012-06-03 星期日 ,26℃,15℃,多云转阵雨,微风 小于3级,
2012-06-04 星期一 ,28℃,16℃,晴转阵雨,微风 小于3级,
2012-06-05 星期二 ,24℃,16℃,阵雨转多云,微风 小于3级,
2012-06-06 星期三 ,25℃,16℃,多云,微风 小于3级,
2012-06-07 星期四 ,29℃,18℃,晴,微风 小于3级,
2012-06-08 星期五 ,28℃,17℃,多云转晴,微风 小于3级,
2012-06-09 星期六 ,29℃,18℃,晴转多云,微风 小于3级,
2012-06-10 星期日 ,30℃,17℃,多云转阵雨,微风 小于3级,
2012-06-11 星期一 ,29℃,17℃,多云,微风 小于3级,
2012-06-12 星期二 ,30℃,17℃,晴,微风 小于3级,
2012-06-13 星期三 ,31℃,17℃,晴,微风 小于3级,
2012-06-14 星期四 ,30℃,19℃,晴,微风 小于3级,
2012-06-15 星期五 ,29℃,18℃,阵雨,微风 小于3级,
2012-06-16 星期六 ,31℃,17℃,晴,微风 小于3级,
2012-06-17 星期日 ,30℃,18℃,晴转多云,微风 小于3级,
2012-06-18 星期一 ,31℃,19℃,多云转晴,微风 小于3级,
2012-06-19 星期二 ,32℃,19℃,晴,微风 小于3级,
2012-06-20 星期三 ,32℃,18℃,晴,微风 小于3级,
2012-06-21 星期四 ,34℃,18℃,晴,微风 小于3级,
2012-06-22 星期五 ,34℃,19℃,晴转阵雨,微风 小于3级,
2012-06-23 星期六 ,33℃,19℃,多云转阵雨,微风 小于3级,
2012-06-24 星期日 ,30℃,17℃,多云转阵雨,微风 小于3级,
2012-06-25 星期一 ,30℃,18℃,晴转多云,微风 小于3级,
2012-06-26 星期二 ,31℃,18℃,晴转阵雨,微风 小于3级,
2012-06-27 星期三 ,25℃,18℃,阵雨转小雨,微风 小于3级,
2012-06-28 星期四 ,25℃,17℃,小雨,微风 小于3级,
2012-06-29 星期五 ,25℃,16℃,小雨转多云,微风 小于3级,
2012-06-30 星期六 ,31℃,17℃,晴,微风 小于3级,
2012-07-01 星期日 ,32℃,18℃,晴转阵雨,微风 小于3级,
2012-07-02 星期一 ,29℃,18℃,多云,微风 小于3级,
2012-07-03 星期二 ,27℃,19℃,多云转阵雨,微风 小于3级,
2012-07-04 星期三 ,32℃,18℃,晴,微风 小于3级,
2012-07-05 星期四 ,34℃,18℃,晴转阵雨,微风 小于3级,
2012-07-06 星期五 ,25℃,17℃,小到中雨,微风 小于3级,
2012-07-07 星期六 ,29℃,18℃,多云转阵雨,微风 小于3级,
2012-07-08 星期日 ,27℃,18℃,多云转小雨,微风 小于3级,
2012-07-09 星期一 ,28℃,17℃,多云转小雨,微风 小于3级,
2012-07-10 星期二 ,32℃,18℃,晴,微风 小于3级,
2012-07-11 星期三 ,28℃,18℃,多云转阵雨,微风 小于3级,
2012-07-12 星期四 ,28℃,17℃,阵雨,微风 小于3级,
2012-07-13 星期五 ,32℃,18℃,多云转晴,微风 小于3级,
2012-07-14 星期六 ,32℃,18℃,晴,微风 小于3级,
2012-07-15 星期日 ,32℃,18℃,晴,微风 小于3级,
2012-07-16 星期一 ,32℃,20℃,晴转阵雨,微风 小于3级,
2012-07-17 星期二 ,28℃,19℃,多云转中雨,微风 小于3级,
2012-07-18 星期三 ,26℃,17℃,小雨,微风 小于3级,
2012-07-19 星期四 ,30℃,19℃,阵雨转多云,微风 小于3级,
2012-07-20 星期五 ,31℃,19℃,多云转小雨,微风 小于3级,
2012-07-21 星期六 ,28℃,19℃,中雨转小雨,微风 小于3级,
2012-07-22 星期日 ,28℃,17℃,阵雨,微风 小于3级,
2012-07-23 星期一 ,28℃,18℃,晴转阵雨,微风 小于3级,
2012-07-24 星期二 ,29℃,18℃,阵雨转多云,微风 小于3级,
2012-07-25 星期三 ,31℃,18℃,多云转晴,微风 小于3级,
2012-07-26 星期四 ,29℃,20℃,晴转多云,微风 小于3级,
2012-07-27 星期五 ,28℃,20℃,阵雨,微风 小于3级,
2012-07-28 星期六 ,31℃,21℃,多云转晴,微风 小于3级,
2012-07-29 星期日 ,31℃,21℃,雷阵雨转多云,微风 小于3级,
2012-07-30 星期一 ,28℃,19℃,多云转中雨,微风 小于3级,
2012-07-31 星期二 ,28℃,17℃,多云转阵雨,微风 小于3级,
2012-08-01 星期三 ,30℃,17℃,多云转晴,微风 小于3级,
2012-08-02 星期四 ,32℃,19℃,晴,微风 小于3级,
2012-08-03 星期五 ,32℃,19℃,晴,微风 小于3级,
2012-08-04 星期六 ,32℃,19℃,晴,微风 小于3级,
2012-08-05 星期日 ,31℃,20℃,晴转多云,微风 小于3级,
2012-08-06 星期一 ,31℃,21℃,多云转阵雨,微风 小于3级,
2012-08-07 星期二 ,28℃,19℃,阵雨转多云,微风 小于3级,
2012-08-08 星期三 ,29℃,20℃,多云,微风 小于3级,
2012-08-09 星期四 ,33℃,21℃,晴,微风 小于3级,
2012-08-10 星期五 ,32℃,21℃,晴,微风 小于3级,
2012-08-11 星期六 ,31℃,22℃,阵雨转多云,微风 小于3级,
2012-08-12 星期日 ,26℃,18℃,小雨,微风 小于3级,
2012-08-13 星期一 ,27℃,19℃,阵雨,微风 小于3级,
2012-08-14 星期二 ,28℃,20℃,阵雨转多云,微风 小于3级,
2012-08-15 星期三 ,32℃,19℃,晴,微风 小于3级,
2012-08-16 星期四 ,27℃,17℃,多云转小雨,微风 小于3级,
2012-08-17 星期五 ,27℃,18℃,小雨转中雨,微风 小于3级,
2012-08-18 星期六 ,25℃,17℃,阵雨转多云,微风 小于3级,
2012-08-19 星期日 ,28℃,15℃,多云转晴,微风 小于3级,
2012-08-20 星期一 ,27℃,16℃,晴转多云,微风 小于3级,
2012-08-21 星期二 ,26℃,15℃,阵雨,微风 小于3级,
2012-08-22 星期三 ,29℃,15℃,阵雨,微风 小于3级,
2012-08-23 星期四 ,31℃,14℃,阵雨转多云,微风 小于3级,
2012-08-24 星期五 ,31℃,16℃,晴,微风 小于3级,
2012-08-25 星期六 ,29℃,17℃,阵雨转晴,微风 小于3级,
2012-08-26 星期日 ,31℃,16℃,多云,微风 小于3级,
2012-08-27 星期一 ,29℃,17℃,阵雨,微风 小于3级,
2012-08-28 星期二 ,31℃,16℃,晴,微风 小于3级,
2012-08-29 星期三 ,32℃,17℃,晴,微风 小于3级,
2012-08-30 星期四 ,28℃,18℃,多云转阵雨,微风 小于3级,
2012-08-31 星期五 ,26℃,17℃,阵雨转小雨,微风 小于3级,
2012-09-01 星期六 ,21℃,12℃,多云转小雨,微风 小于3级,
2012-09-02 星期日 ,25℃,10℃,多云转晴,微风 小于3级,
2012-09-03 星期一 ,25℃,13℃,晴,微风 小于3级,
2012-09-04 星期二 ,27℃,13℃,晴,微风 小于3级,
2012-09-05 星期三 ,25℃,15℃,多云转阵雨,微风 小于3级,
2012-09-06 星期四 ,26℃,16℃,多云,微风 小于3级,
2012-09-07 星期五 ,25℃,16℃,晴转阵雨,微风 小于3级,
2012-09-08 星期六 ,27℃,14℃,多云转晴,微风 小于3级,
2012-09-09 星期日 ,26℃,15℃,晴转阵雨,微风 小于3级,
2012-09-10 星期一 ,22℃,15℃,多云转小雨,微风 小于3级,
2012-09-11 星期二 ,20℃,13℃,阵雨转多云,微风 小于3级,
2012-09-12 星期三 ,17℃,9℃,阵雨转多云,微风 小于3级,
2012-09-13 星期四 ,20℃,7℃,多云转晴,微风 小于3级,
2012-09-14 星期五 ,24℃,9℃,晴,微风 小于3级,
2012-09-15 星期六 ,22℃,13℃,多云转阵雨,微风 小于3级,
2012-09-16 星期日 ,21℃,13℃,阵雨转多云,微风 小于3级,
2012-09-17 星期一 ,23℃,11℃,多云转晴,微风 小于3级,
2012-09-18 星期二 ,25℃,13℃,晴,微风 小于3级,
2012-09-19 星期三 ,26℃,13℃,晴,微风 小于3级,
2012-09-20 星期四 ,22℃,13℃,晴转阵雨,微风 小于3级,
2012-09-21 星期五 ,23℃,11℃,阵雨转多云,微风 小于3级,
2012-09-22 星期六 ,26℃,12℃,晴,微风 小于3级,
2012-09-23 星期日 ,24℃,14℃,多云转阵雨,微风 小于3级,
2012-09-24 星期一 ,22℃,12℃,小雨,微风 小于3级,
2012-09-25 星期二 ,15℃,10℃,小雨,微风 小于3级,
2012-09-26 星期三 ,23℃,9℃,多云转晴,微风 小于3级,
2012-09-27 星期四 ,21℃,10℃,晴,微风 小于3级,
2012-09-28 星期五 ,22℃,9℃,多云转晴,微风 小于3级,
2012-09-29 星期六 ,22℃,10℃,晴,微风 小于3级,
2012-09-30 星期日 ,23℃,10℃,多云转晴,微风 小于3级,
2012-10-01 星期一 ,23℃,10℃,晴,微风 小于3级,
2012-10-02 星期二 ,21℃,11℃,晴转多云,微风 小于3级,
2012-10-03 星期三 ,20℃,10℃,多云,微风 小于3级,
2012-10-04 星期四 ,18℃,9℃,多云转阵雨,微风 小于3级,
2012-10-05 星期五 ,20℃,7℃,多云转晴,微风 小于3级,
2012-10-06 星期六 ,20℃,9℃,多云转晴,微风 小于3级,
2012-10-07 星期日 ,21℃,9℃,多云转阵雨,微风 小于3级,
2012-10-08 星期一 ,17℃,10℃,阴转小雨,微风~北风 小于3级~3-4级,
2012-10-09 星期二 ,18℃,5℃,多云,微风 小于3级,
2012-10-10 星期三 ,19℃,6℃,晴,微风 小于3级,
2012-10-11 星期四 ,19℃,8℃,多云,微风 小于3级,
2012-10-12 星期五 ,17℃,9℃,多云,微风 小于3级,
2012-10-13 星期六 ,20℃,8℃,多云转晴,微风 小于3级,
2012-10-14 星期日 ,19℃,9℃,多云转阵雨,微风 小于3级,
2012-10-15 星期一 ,18℃,9℃,多云转小雨,微风 小于3级,
2012-10-16 星期二 ,13℃,3℃,阵雨转晴,微风 小于3级,
2012-10-17 星期三 ,18℃,1℃,晴,微风 小于3级,
2012-10-18 星期四 ,17℃,6℃,晴转多云,微风 小于3级,
2012-10-19 星期五 ,19℃,5℃,晴,微风 小于3级,
2012-10-20 星期六 ,20℃,6℃,晴转多云,微风 小于3级,
2012-10-21 星期日 ,15℃,5℃,多云转阵雨,微风 小于3级,
2012-10-22 星期一 ,17℃,1℃,晴,微风 小于3级,
2012-10-23 星期二 ,16℃,4℃,晴转多云,微风 小于3级,
2012-10-24 星期三 ,17℃,3℃,晴转多云,微风 小于3级,
2012-10-25 星期四 ,16℃,5℃,晴转小雨,微风 小于3级,
2012-10-26 星期五 ,18℃,3℃,阵雨转晴,微风 小于3级,
2012-10-27 星期六 ,16℃,4℃,晴转多云,微风 小于3级,
2012-10-28 星期日 ,17℃,4℃,晴转多云,微风 小于3级,
2012-10-29 星期一 ,14℃,5℃,小雨转多云,微风 小于3级,
2012-10-30 星期二 ,15℃,1℃,晴,微风 小于3级,
2012-10-31 星期三 ,17℃,1℃,晴,微风 小于3级,
2012-11-01 星期四 ,17℃,2℃,晴,微风 小于3级,
2012-11-02 星期五 ,16℃,0℃,晴转阵雨,微风~西北风 小于3级~3-4级,
2012-11-03 星期六 ,5℃,-4℃,雨夹雪转晴,北风~西北风 3-4级,
2012-11-04 星期日 ,11℃,-5℃,晴,微风 小于3级,
2012-11-05 星期一 ,13℃,-2℃,晴,微风 小于3级,
2012-11-06 星期二 ,11℃,0℃,晴转阴,微风 小于3级,
2012-11-07 星期三 ,9℃,1℃,多云,微风 小于3级,
2012-11-08 星期四 ,14℃,-1℃,多云,微风 小于3级,
2012-11-09 星期五 ,8℃,2℃,多云转小雪,微风 小于3级,
2012-11-10 星期六 ,5℃,-4℃,小雪转多云,微风 小于3级,
2012-11-11 星期日 ,8℃,-5℃,晴,微风 小于3级,
2012-11-12 星期一 ,9℃,-3℃,晴,微风 小于3级,
2012-11-13 星期二 ,13℃,-2℃,晴,微风 小于3级,
2012-11-14 星期三 ,11℃,-2℃,晴,微风 小于3级,
2012-11-15 星期四 ,6℃,0℃,小雪,微风 小于3级,
2012-11-16 星期五 ,12℃,-4℃,晴,微风 小于3级,
2012-11-17 星期六 ,14℃,-1℃,晴,微风 小于3级,
2012-11-18 星期日 ,10℃,-3℃,晴,微风 小于3级,
2012-11-19 星期一 ,11℃,-1℃,晴转多云,微风 小于3级,
2012-11-20 星期二 ,11℃,-2℃,多云,微风 小于3级,
2012-11-21 星期三 ,11℃,-1℃,晴转多云,微风 小于3级,
2012-11-22 星期四 ,5℃,-2℃,小雪,微风 小于3级,
2012-11-23 星期五 ,4℃,-6℃,多云转晴,微风 小于3级,
2012-11-24 星期六 ,5℃,-4℃,晴转阴,微风 小于3级,
2012-11-25 星期日 ,2℃,-3℃,阵雪,微风 小于3级,
2012-11-26 星期一 ,6℃,-6℃,晴,微风 小于3级,
2012-11-27 星期二 ,4℃,-6℃,晴,微风 小于3级,
2012-11-28 星期三 ,4℃,-7℃,晴,微风 小于3级,
2012-11-29 星期四 ,6℃,-6℃,晴,微风 小于3级,
2012-11-30 星期五 ,6℃,-5℃,晴转多云,微风~西北风 小于3级~3-4级,
2012-12-01 星期六 ,6℃,-4℃,小雪转多云,西北风~微风 3-4级~小于3级,
2012-12-02 星期日 ,3℃,-5℃,多云,微风~北风 小于3级~3-4级,
2012-12-03 星期一 ,3℃,-7℃,多云转晴,微风 小于3级,
2012-12-04 星期二 ,4℃,-6℃,多云转晴,微风 小于3级,
2012-12-05 星期三 ,6℃,-7℃,晴,微风 小于3级,
2012-12-06 星期四 ,5℃,-5℃,晴转多云,微风~西北风 小于3级~3-4级,
